movie,release_year,genre,audience_type,franchise_type,rating,thursday_preview_m,opening_weekend_m,friday_m,saturday_m,sunday_m,source_url,daily_source_url,notes,daily_notes,imdb_rating,imdb_votes,imdb_url,rt_audience_score,rt_audience_score_type,rt_critic_score,rt_url,social_media_universe_m,social_sentiment_score,social_source_url,social_notes,social_buzz_score,national_theatre_count,wiki_release_week_views,wiki_article,wiki_opening_friday
Twisters,2024,thriller,broad_adult,legacy_sequel,PG-13,10.7,81.251,32.13988,27.51692,21.594615,https://www.the-numbers.com/box-office-records/domestic/all-movies/previews/any,https://www.boxofficemojo.com/release/rl1324712705,Post-COVID high-preview disaster legacy comp from The Numbers preview table.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.5,194717,https://www.imdb.com/title/tt12584954/,90,VERIFIED,75,https://www.rottentomatoes.com/m/twisters,,,,,,4170,306976,Twisters (film),2024-07-19
Deadpool & Wolverine,2024,superhero,fan_driven,franchise,R,38.5,211.435,96.18971,61.644783,53.600798,https://www.the-numbers.com/box-office-records/domestic/all-movies/previews/any,https://www.boxofficemojo.com/release/rl4108092161,Post-COVID high-preview superhero comp from The Numbers preview table.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,7.5,566671,https://www.imdb.com/title/tt6263850/,94,VERIFIED,77,https://www.rottentomatoes.com/m/deadpool_and_wolverine,,,,,,4330,1376775,Deadpool & Wolverine,2024-07-26
Trap,2024,thriller,broad_adult,original,PG-13,2.2,15.455,6.614368,5.058581,3.781197,https://en.wikipedia.org/wiki/Trap_%282024_film%29,https://www.boxofficemojo.com/release/rl562070273,Post-COVID thriller comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,5.8,164588,https://www.imdb.com/title/tt26753003/,64,VERIFIED,57,https://www.rottentomatoes.com/m/trap_2024,,,,,,3181,239011,Trap (2024 film),2024-08-02
It Ends With Us,2024,drama,female_skewing,book_adaptation,PG-13,7.0,50.016,24.221593,13.849438,11.945621,https://en.wikipedia.org/wiki/It_Ends_with_Us_%28film%29,https://www.boxofficemojo.com/release/rl3818881793,Post-COVID female-skewing book adaptation comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.3,100915,https://www.imdb.com/title/tt10655524/,87,VERIFIED,55,https://www.rottentomatoes.com/m/it_ends_with_us,,,,,,3839,212423,It Ends with Us (film),2024-08-09
Borderlands,2024,action,young_male,video_game,PG-13,1.32,8.602,3.937653,2.743126,1.920793,https://en.wikipedia.org/wiki/Borderlands_%28film%29,https://www.boxofficemojo.com/release/rl3466691329,Post-COVID video-game underperformance comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,4.7,57911,https://www.imdb.com/title/tt4978420/,48,VERIFIED,10,https://www.rottentomatoes.com/m/borderlands,,,,,,3125,205808,Borderlands (film),2024-08-09
Alien: Romulus,2024,horror,broad_adult,franchise,R,6.5,42.003,18.083803,13.591254,10.328304,https://www.thewrap.com/alien-romulus-thursday-box-office/,https://www.boxofficemojo.com/release/rl654017281,Post-COVID horror sci-fi franchise comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,7.1,286451,https://www.imdb.com/title/tt18412256/,85,VERIFIED,80,https://www.rottentomatoes.com/m/alien_romulus,246.800,,https://www.relishmix.com/alien-romulous,RelishMix public social metrics matched from Sample-Alien: Romulus,,3915,592009,Alien: Romulus,2024-08-16
Blink Twice,2024,thriller,broad_adult,original,R,0.82,7.322,2.900405,2.606069,1.79542,https://en.wikipedia.org/wiki/Blink_Twice,https://www.boxofficemojo.com/release/rl4082008065,Post-COVID original thriller comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.5,129472,https://www.imdb.com/title/tt14858658/,71,VERIFIED,74,https://www.rottentomatoes.com/m/blink_twice,,,,,,3067,149382,Blink Twice,2024-08-23
The Crow,2024,action,young_male,remake,R,0.65,4.612,2.002268,1.547469,1.094929,https://en.wikipedia.org/wiki/The_Crow_%282024_film%29,https://www.boxofficemojo.com/release/rl3110174721,Post-COVID remake underperformance comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,4.7,41343,https://www.imdb.com/title/tt1340094/,62,VERIFIED,22,https://www.rottentomatoes.com/m/the_crow_2024,,,,,,2752,135682,The Crow (2024 film),2024-08-23
Beetlejuice Beetlejuice,2024,comedy,broad_legacy,legacy_sequel,PG-13,13.0,111.003,41.815736,41.804322,27.383287,https://www.the-numbers.com/box-office-records/domestic/all-movies/previews/any,https://www.boxofficemojo.com/release/rl3365110529,Post-COVID high-preview legacy comedy comp from The Numbers preview table.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.6,173960,https://www.imdb.com/title/tt2049403/,78,VERIFIED,76,https://www.rottentomatoes.com/m/beetlejuice_beetlejuice,442.300,,https://www.relishmix.com/beetlejuice2,RelishMix public social metrics matched from Beetlejuice 2,,4575,370913,Beetlejuice Beetlejuice,2024-09-06
Speak No Evil,2024,horror,broad_adult,remake,R,1.3,11.356,4.853485,3.96535,2.57876,https://en.wikipedia.org/wiki/Speak_No_Evil_%282024_film%29,https://www.boxofficemojo.com/release/rl999260929,Post-COVID horror remake comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.8,134070,https://www.imdb.com/title/tt27534307/,83,VERIFIED,83,https://www.rottentomatoes.com/m/speak_no_evil_2024,,,,,,3375,264236,Speak No Evil (2024 film),2024-09-13
Transformers One,2024,animation,young_male,franchise,PG,3.36,24.613,9.559726,9.151714,5.90253,https://en.wikipedia.org/wiki/Transformers_One,https://www.boxofficemojo.com/release/rl3760947969,Post-COVID animated franchise comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,7.6,65061,https://www.imdb.com/title/tt8864596/,97,VERIFIED,89,https://www.rottentomatoes.com/m/transformers_one,,,,,,3978,201102,Transformers One,2024-09-20
The Wild Robot,2024,animation,broad_family,book_adaptation,PG,1.95,35.788,11.197075,14.40544,10.187635,https://en.wikipedia.org/wiki/The_Wild_Robot_%28film%29,https://www.boxofficemojo.com/release/rl3443949569,Post-COVID family animation book adaptation comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,8.2,222474,https://www.imdb.com/title/tt29623480/,98,VERIFIED,97,https://www.rottentomatoes.com/m/the_wild_robot,,,,,,3997,112385,The Wild Robot,2024-09-27
Joker: Folie a Deux,2024,superhero,broad_adult,franchise,R,7.0,37.678,20.257472,11.259615,6.16138,https://www.forbes.com/sites/markhughes/2024/10/04/joker-folie--deux-opening-weekend-may-be-2024-box-office-punch-line/,https://www.boxofficemojo.com/release/rl2339995649,Post-COVID adult comic-book sequel underperformance comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,5.2,182319,https://www.imdb.com/title/tt11315808/,31,VERIFIED,31,https://www.rottentomatoes.com/m/joker_folie_a_deux,,,,,,4102,744388,Joker: Folie à Deux,2024-10-04
Terrifier 3,2024,horror,horror_fan,franchise,R,2.6,18.928,8.199276,5.918015,4.810822,https://en.wikipedia.org/wiki/Terrifier_3,https://www.boxofficemojo.com/release/rl2221441025,Post-COVID unrated horror fan comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.2,62517,https://www.imdb.com/title/tt27911000/,85,VERIFIED,78,https://www.rottentomatoes.com/m/terrifier_3,,,,,,2762,239539,Terrifier 3,2024-10-11
Smile 2,2024,horror,horror_fan,franchise,R,2.5,23.021,9.498562,8.121308,5.401822,https://en.wikipedia.org/wiki/Smile_2,https://www.boxofficemojo.com/release/rl665813761,Post-COVID horror sequel comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.7,141708,https://www.imdb.com/title/tt29268110/,81,VERIFIED,86,https://www.rottentomatoes.com/m/smile_2,,,,,,3624,136639,Smile (2022 film),2024-10-18
Venom: The Last Dance,2024,superhero,fan_driven,franchise,PG-13,8.5,51.012,22.023587,16.82042,12.168397,https://en.wikipedia.org/wiki/Venom:_The_Last_Dance,https://www.boxofficemojo.com/release/rl3290006273,Post-COVID superhero franchise comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.0,155313,https://www.imdb.com/title/tt16366836/,79,VERIFIED,40,https://www.rottentomatoes.com/m/venom_the_last_dance,,,,,,4131,614391,Venom: The Last Dance,2024-10-25
Red One,2024,action,broad_family,original,PG-13,3.7,32.107,10.793707,13.231325,8.08108,https://en.wikipedia.org/wiki/Red_One_%28film%29,https://www.boxofficemojo.com/release/rl2841083905,Post-COVID holiday action comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.2,159198,https://www.imdb.com/title/tt14948432/,89,VERIFIED,29,https://www.rottentomatoes.com/m/red_one,,,,,,4032,194592,Red One (film),2024-12-13
Gladiator II,2024,action,broad_adult,legacy_sequel,R,6.5,55.034,22.35124,19.079622,13.603853,https://www.forbes.com/sites/mollybohannon/2024/11/22/glicked-vs-barbenheimer-wicked-and-gladiator-ii-box-office-preview-numbers-trail-below-barbie-and-oppenheimer/,https://www.boxofficemojo.com/release/rl1778156289,Post-COVID adult legacy action comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.5,295006,https://www.imdb.com/title/tt9218128/,80,VERIFIED,70,https://www.rottentomatoes.com/m/gladiator_ii,,,,,,3580,785119,Gladiator II,2024-11-22
Wicked,2024,musical,female_skewing,broadway_adaptation,PG,19.2,112.509,46.21043,35.492555,30.805905,https://www.the-numbers.com/box-office-records/domestic/all-movies/previews/any,https://www.boxofficemojo.com/release/rl1199474177,Post-COVID high-preview musical comp from The Numbers preview table.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,7.3,228746,https://www.imdb.com/title/tt1262426/,95,VERIFIED,88,https://www.rottentomatoes.com/m/wicked_2024,,,,,,3888,583886,Wicked (2024 film),2024-11-22
Sonic the Hedgehog 3,2024,animation,broad_family,video_game,PG,6.5,60.102,25.449555,19.320946,15.331645,https://en.wikipedia.org/wiki/Sonic_the_Hedgehog_3,https://www.boxofficemojo.com/release/rl886211329,Post-COVID family video-game franchise comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.9,80039,https://www.imdb.com/title/tt18259086/,95,VERIFIED,85,https://www.rottentomatoes.com/m/sonic_the_hedgehog_3,,,,,,3769,325625,Sonic the Hedgehog 3 (film),2024-12-20
Mufasa: The Lion King,2024,musical,broad_family,franchise,PG,3.3,35.410,13.340381,11.850488,10.218496,https://en.wikipedia.org/wiki/Mufasa:_The_Lion_King,https://www.boxofficemojo.com/release/rl1511097089,Post-COVID family musical franchise comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.6,82307,https://www.imdb.com/title/tt13186482/,88,VERIFIED,56,https://www.rottentomatoes.com/m/mufasa_the_lion_king,,,,,,4100,284324,Mufasa: The Lion King,2024-12-20
A Minecraft Movie,2025,adventure,broad_family,video_game,PG,10.55,162.753,57.113324,59.409839,46.22984,https://www.the-numbers.com/box-office-records/domestic/all-movies/previews/any,https://www.boxofficemojo.com/release/rl746096129,Post-COVID high-preview video-game family comp from The Numbers preview table.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,5.6,158626,https://www.imdb.com/title/tt3566834/,84,VERIFIED,47,https://www.rottentomatoes.com/m/a_minecraft_movie,,,,,,4289,439588,A Minecraft Movie,2025-04-04
Captain America: Brave New World,2025,superhero,fan_driven,franchise,PG-13,12.0,88.843,40.912377,27.719411,20.210815,https://www.the-numbers.com/box-office-records/domestic/all-movies/previews/any,https://www.boxofficemojo.com/release/rl2597421825,Post-COVID high-preview superhero comp from The Numbers preview table.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,5.6,181468,https://www.imdb.com/title/tt14513804/,75,VERIFIED,46,https://www.rottentomatoes.com/m/captain_america_brave_new_world,,,,,,4105,860662,Captain America: Brave New World,2025-02-14
Thunderbolts*,2025,superhero,fan_driven,franchise,PG-13,11.5,74.301,31.813091,24.683098,17.804419,https://www.the-numbers.com/box-office-records/domestic/all-movies/previews/any,https://www.boxofficemojo.com/release/rl2647753473,Post-COVID high-preview superhero comp from The Numbers preview table.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,7.1,276951,https://www.imdb.com/title/tt20969586/,93,VERIFIED,88,https://www.rottentomatoes.com/m/thunderbolts,,,,,,4330,971678,Thunderbolts*,2025-05-02
Lilo & Stitch,2025,adventure,broad_family,remake,PG,14.5,146.016,55.942802,47.823374,42.249999,https://www.the-numbers.com/box-office-records/domestic/all-movies/previews/any,https://www.boxofficemojo.com/release/rl3104735233,Post-COVID high-preview family remake comp from The Numbers preview table.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.7,94306,https://www.imdb.com/title/tt11655566/,91,VERIFIED,72,https://www.rottentomatoes.com/m/lilo_and_stitch_2025,,,,,,4410,341014,Lilo & Stitch (2025 film),2025-05-23
How to Train Your Dragon,2025,adventure,broad_family,remake,PG,11.1,84.633,35.34974,26.595165,22.68841,https://www.the-numbers.com/box-office-records/domestic/all-movies/previews/any,https://www.boxofficemojo.com/release/rl1921090305,Post-COVID high-preview family remake comp from The Numbers preview table.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,7.7,132534,https://www.imdb.com/title/tt26743210/,97,VERIFIED,78,https://www.rottentomatoes.com/m/how_to_train_your_dragon_2025,,,,,,4373,283754,How to Train Your Dragon (2025 film),2025-06-13
Superman,2025,superhero,fan_driven,franchise,PG-13,22.5,125.022,56.109755,37.606538,31.305442,https://www.the-numbers.com/box-office-records/domestic/all-movies/previews/any,https://www.boxofficemojo.com/release/rl1543340801,Post-COVID high-preview superhero comp from The Numbers preview table.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,7.0,409581,https://www.imdb.com/title/tt5950044/,90,VERIFIED,83,https://www.rottentomatoes.com/m/superman_2025,,,,,,4275,1267153,Superman (2025 film),2025-07-11
The Fantastic Four: First Steps,2025,superhero,fan_driven,franchise,PG-13,24.4,117.645,57.265566,33.329313,27.049949,https://www.the-numbers.com/box-office-records/domestic/all-movies/previews/any,https://www.boxofficemojo.com/release/rl2429649665,Post-COVID high-preview superhero comp from The Numbers preview table.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.8,260982,https://www.imdb.com/title/tt10676052/,90,VERIFIED,86,https://www.rottentomatoes.com/m/the_fantastic_four_first_steps,,,,,,4125,929413,The Fantastic Four: First Steps,2025-07-25
Demon Slayer -Kimetsu no Yaiba- The Movie: Infinity Castle,2025,animation,fan_driven,franchise,R,11.4,70.611,32.984325,21.610856,16.015917,https://www.the-numbers.com/box-office-records/domestic/all-movies/previews/any,https://www.boxofficemojo.com/release/rl53837825,Post-COVID high-preview anime fan comp from The Numbers preview table.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,8.4,70149,https://www.imdb.com/title/tt32820897/,98,VERIFIED,98,https://www.rottentomatoes.com/m/demon_slayer_kimetsu_no_yaiba_infinity_castle,,,,,,3342,5590,Inuyasha,2025-02-14
Wicked: For Good,2025,musical,female_skewing,broadway_adaptation,PG,30.8,147.005,69.117615,43.41544,34.471585,https://www.the-numbers.com/box-office-records/domestic/all-movies/previews/any,https://www.boxofficemojo.com/release/rl2185003777,Post-COVID high-preview musical sequel comp from The Numbers preview table.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.6,65259,https://www.imdb.com/title/tt19847976/,92,VERIFIED,66,https://www.rottentomatoes.com/m/wicked_for_good,,,,,,4115,389459,Wicked: For Good,2025-11-21
Avatar: Fire and Ash,2025,sci_fi,broad_family,franchise,PG-13,12.0,89.161,36.486725,28.413107,24.261028,https://www.the-numbers.com/box-office-records/domestic/all-movies/previews/any,https://www.boxofficemojo.com/release/rl3389031937,Post-COVID high-preview sci-fi franchise comp from The Numbers preview table.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,7.3,160570,https://www.imdb.com/title/tt1757678/,90,VERIFIED,66,https://www.rottentomatoes.com/m/avatar_fire_and_ash,,,,,,3835,662820,Avatar: Fire and Ash,2025-12-19
Taylor Swift: The Eras Tour,2023,concert_event,fan_driven,event,PG-13,2.8,92.8,37.674069,32.226846,23.32384,https://www.cnbc.com/2023/10/16/taylor-swift-eras-tour-box-office-weekend.html,https://www.boxofficemojo.com/release/rl4054352641,Post-COVID concert-event comp retained but intentionally low weight unless target metadata matches.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,8.0,25846,https://www.imdb.com/title/tt28814949/,98,VERIFIED,98,https://www.rottentomatoes.com/m/taylor_swift_the_eras_tour,,,,,,3855,53415,Taylor Swift: The Eras Tour,2023-10-13
Cruella,2021,comedy,female_skewing,remake,PG-13,1.4,21.496997,7.707778,7.280524,6.508695,https://www.the-numbers.com/box-office-chart/daily/2021/05/27,https://www.boxofficemojo.com/release/rl3708126721,Post-COVID supplemental female-skewing Disney remake comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,7.3,295801,https://www.imdb.com/title/tt3228774/,97,VERIFIED,75,https://www.rottentomatoes.com/m/cruella,,,,,,3922,177128,Cruella (film),2021-05-28
The Boss Baby: Family Business,2021,animation,broad_family,franchise,PG,1.31,16.000665,7.85039,5.48985,2.660425,https://www.the-numbers.com/box-office-chart/daily/2021/07/01,https://www.boxofficemojo.com/release/rl1594066433,Post-COVID supplemental family animation sequel comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,5.8,26416,https://www.imdb.com/title/tt6932874/,89,VERIFIED,47,https://www.rottentomatoes.com/m/the_boss_baby_family_business,,,,,,3688,49175,The Boss Baby: Family Business,2021-07-02
The Forever Purge,2021,horror,horror_fan,franchise,R,1.33,12.55122,5.7703,4.190355,2.590565,https://www.the-numbers.com/box-office-chart/daily/2021/07/01,https://www.boxofficemojo.com/release/rl84444673,Post-COVID supplemental horror franchise comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,5.4,48654,https://www.imdb.com/title/tt10327252/,78,VERIFIED,48,https://www.rottentomatoes.com/m/the_forever_purge,,,,,,3058,113941,The Forever Purge,2021-07-02
Escape Room: Tournament of Champions,2021,horror,horror_fan,franchise,PG-13,1.2,8.801391,3.85031,2.797584,2.153497,https://www.the-numbers.com/box-office-chart/daily/2021/07/15,https://www.boxofficemojo.com/release/rl3205072385,Post-COVID supplemental horror/thriller sequel comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,5.8,68391,https://www.imdb.com/title/tt9844522/,75,VERIFIED,52,https://www.rottentomatoes.com/m/escape_room_tournament_of_champions,,,,,,2815,51451,Escape Room: Tournament of Champions,2021-07-16
Old,2021,horror,broad_adult,original,PG-13,1.5,16.854735,6.89747,5.616385,4.34088,https://www.the-numbers.com/box-office-chart/daily/2021/07/22,https://www.boxofficemojo.com/release/rl2097710593,Post-COVID supplemental adult-skewing horror/thriller comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,5.8,183342,https://www.imdb.com/title/tt10954652/,53,VERIFIED,50,https://www.rottentomatoes.com/m/old,,,,,,3379,386968,Old (film),2021-07-23
Jungle Cruise,2021,adventure,broad_family,brand_adaptation,PG-13,2.7,35.018731,13.459236,12.320282,9.239213,https://www.the-numbers.com/box-office-chart/daily/2021/07/29,https://www.boxofficemojo.com/release/rl3657795073,Post-COVID supplemental family adventure brand comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.5,227126,https://www.imdb.com/title/tt0870154/,92,VERIFIED,62,https://www.rottentomatoes.com/m/jungle_cruise,559.800,,https://www.relishmix.com/news/disney-pulls-jungle-cruise-into-weekend-port-with-918m-in-global-bo-amp-disney-premier-spend,RelishMix public social metrics matched from Disney Pulls ‘Jungle Cruise’ Into Weekend Port With $91.8M In Global B.O. & Disney+ Premier Spend,,4310,174488,Jungle Cruise (film),2021-07-30
Free Guy,2021,comedy,broad_family,original,PG-13,2.2,28.365416,10.445933,10.357786,7.561697,https://www.the-numbers.com/box-office-chart/daily/2021/08/12,https://www.boxofficemojo.com/release/rl1158252033,Post-COVID supplemental original comedy/adventure breakout comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,7.1,487855,https://www.imdb.com/title/tt6264654/,94,VERIFIED,80,https://www.rottentomatoes.com/m/free_guy,,,,,,4165,257067,Free Guy,2021-08-13
Don't Breathe 2,2021,horror,horror_fan,franchise,R,0.965,10.622473,4.393857,3.669786,2.55883,https://www.the-numbers.com/box-office-chart/daily/2021/08/12,https://www.boxofficemojo.com/release/rl1180271361,Post-COVID supplemental horror sequel comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.0,81780,https://www.imdb.com/title/tt6246322/,85,VERIFIED,43,https://www.rottentomatoes.com/m/dont_breathe_2,,,,,,3005,76061,Don't Breathe 2,2021-08-13
Candyman,2021,horror,horror_fan,legacy_sequel,R,1.9,22.00175,9.215245,7.94753,4.838975,https://www.the-numbers.com/box-office-chart/daily/2021/08/26,https://www.boxofficemojo.com/release/rl1913030145,Post-COVID supplemental horror legacy sequel comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,5.9,83362,https://www.imdb.com/title/tt9347730/,72,VERIFIED,83,https://www.rottentomatoes.com/m/candyman_2021,122.800,,https://www.relishmix.com/news/candyman-crushing-late-august-bo-with-near-21m-opening,RelishMix public social metrics matched from ‘Candyman’ Crushing Late August B.O. With Near $21M Opening,,3569,233502,Candyman (2021 film),2021-08-27
West Side Story,2021,musical,broad_adult,remake,PG-13,0.8,10.574618,4.133219,3.759798,2.681601,https://www.the-numbers.com/box-office-chart/daily/2021/12/09,https://www.boxofficemojo.com/release/rl319325697,Post-COVID supplemental adult musical remake comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,7.1,122554,https://www.imdb.com/title/tt3581652/,93,VERIFIED,91,https://www.rottentomatoes.com/m/west_side_story_2021,,,,,,2820,8658,West Side Story (2021 film),2021-04-23
Dog,2022,comedy,broad_adult,original,PG-13,1.26,14.883928,5.059267,5.614594,4.210067,https://www.the-numbers.com/box-office-chart/daily/2022/02/17,https://www.boxofficemojo.com/release/rl1831174913,Post-COVID supplemental adult comedy/drama comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.5,52316,https://www.imdb.com/title/tt11252248/,76,VERIFIED,94,https://www.rottentomatoes.com/m/the_power_of_the_dog,,,,,,3827,39931,Dog (2022 film),2022-02-18
Jackass Forever,2022,comedy,fan_driven,franchise,R,1.65,23.154388,9.612731,8.393074,5.148583,https://www.the-numbers.com/box-office-chart/daily/2022/02/03,https://www.boxofficemojo.com/release/rl1688896001,Post-COVID supplemental fan-driven comedy franchise comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.8,54826,https://www.imdb.com/title/tt11466222/,91,VERIFIED,86,https://www.rottentomatoes.com/m/jackass_forever,,,,,,3653,96225,Jackass Forever,2022-02-04
The Northman,2022,action,broad_adult,original,R,1.35,12.2908,5.06202,4.2191,3.00968,https://www.the-numbers.com/box-office-chart/daily/2022/04/21,https://www.boxofficemojo.com/release/rl3195503361,Post-COVID supplemental adult action original comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,7.0,299003,https://www.imdb.com/title/tt11138512/,64,VERIFIED,90,https://www.rottentomatoes.com/m/the_northman,,,,,,3284,213479,The Northman,2022-04-22
The Bad Guys,2022,animation,broad_family,original,PG,1.115,23.950245,7.985745,9.3477,6.6168,https://www.the-numbers.com/box-office-chart/daily/2022/04/21,https://www.boxofficemojo.com/release/rl2467005953,Post-COVID supplemental family animation original comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.9,79980,https://www.imdb.com/title/tt8115900/,93,VERIFIED,87,https://www.rottentomatoes.com/m/the_bad_guys_2022,,,,,,4042,71583,The Bad Guys (film),2022-04-22
